customerID,Dependents,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,gender,InternetService,Contract,PaymentMethod,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
9178-JHUVJ,Yes,Yes,No,No,No,No,No,No,Yes,Male,No,Two year,Bank transfer (automatic),0,24,24.1,587.4,No
6168-YBYNP,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,59,111.35,6519.75,No
7255-SSFBC,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Bank transfer (automatic),0,72,112.25,8041.65,No
3645-DEYGF,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,1,20.75,20.75,No
9323-HGFWY,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,27,101.9,2681.15,No
8544-GOQSH,No,No,No,Yes,No,Yes,No,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,14,80.05,1112.3,No
3363-DTIVD,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,Fiber optic,Two year,Electronic check,0,71,105.55,7405.5,No
7018-WBJNK,Yes,No,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,13,78.3,1033.95,No
9142-KZXOP,No,No,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Credit card (automatic),0,44,68.85,2958.95,No
7674-YTAFD,No,No,No,Yes,No,Yes,No,No,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,33,79.95,2684.85,No
6348-SNFUS,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,72,55.45,4179.2,No
1285-OKIPP,No,No,No,No,No,No,No,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,1,79.9,79.9,Yes
7825-ECJRF,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,19,106.6,1934.45,Yes
1347-KTTTA,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,64,102.45,6654.1,No
7841-TZDMQ,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,2,46.0,84.5,Yes
4195-NZGTA,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,1,25.25,25.25,No
7157-SMCFK,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,61,19.75,1124.2,No
4709-LKHYG,Yes,No,No,No,No,No,No,No,No,Female,No,One year,Electronic check,0,29,20.0,540.05,No
2504-DSHIH,No,Yes,No,No,No,No,No,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,1,23,86.8,1975.85,No
0699-NDKJM,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,57,58.75,3437.45,No
9286-BHDQG,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Male,DSL,Two year,Credit card (automatic),0,72,45.25,3139.8,No
0230-WEQUW,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Male,DSL,Two year,Bank transfer (automatic),0,66,56.6,3789.2,No
2040-LDIWQ,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),0,65,84.2,5324.5,No
6496-JDSSB,No,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,8,80.0,624.6,No
9408-SSNVZ,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,4,70.15,268.35,Yes
4443-EMBNA,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,71,24.75,1836.9,No
6469-MRVET,Yes,No,No,No,No,No,No,No,Yes,Male,No,One year,Electronic check,0,1,20.2,20.2,No
0742-MOABM,No,No,No,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,4,50.05,179.35,Yes
5961-VUSRV,No,No,No,No,No,No,No,No,Yes,Female,No,One year,Bank transfer (automatic),0,12,19.35,219.35,No
6778-JFCMK,No,No,Yes,No,No,No,Yes,Yes,Yes,Male,DSL,One year,Mailed check,0,24,50.6,1288.75,No
6341-JVQGF,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,DSL,One year,Mailed check,0,31,81.15,2545.75,No
2232-DMLXU,No,No,No,No,No,No,Yes,No,No,Female,DSL,Month-to-month,Mailed check,0,1,55.2,55.2,Yes
4811-JBUVU,No,Yes,No,No,No,Yes,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,30,89.9,2723.15,No
0945-TSONX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),0,47,85.3,4107.25,No
2651-ZCBXV,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,54,108.0,5760.65,No
3316-UWXUY,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,50,93.5,4747.5,No
8937-RDTHP,No,No,Yes,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Mailed check,0,1,84.6,84.6,Yes
7083-MIOPC,No,No,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,72,20.25,1566.9,No
1984-GPTEH,No,Yes,No,No,No,No,No,No,No,Female,No,Month-to-month,Electronic check,0,29,25.15,702.0,No
1251-KRREG,No,Yes,No,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,2,54.4,114.1,Yes
0621-JFHOL,No,No,No,No,No,Yes,No,No,Yes,Female,DSL,Two year,Mailed check,0,10,29.6,299.05,No
9903-LYSAB,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,18,73.15,1305.95,No
0094-OIFMO,No,No,No,Yes,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,11,95.0,1120.3,Yes
9227-UAQFT,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,16,19.75,284.35,No
7301-ABVAD,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,72,86.6,6350.5,No
6614-FHDBO,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,72,109.2,7878.3,No
7576-ASEJU,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Female,DSL,One year,Credit card (automatic),0,41,74.7,3187.65,No
9058-HRZSV,No,No,Yes,Yes,Yes,No,No,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,1,65,94.4,6126.15,No
4522-AKYLR,No,No,No,Yes,Yes,No,No,No,Yes,Female,DSL,Month-to-month,Electronic check,1,13,54.8,731.3,No
0221-WMXNQ,No,No,Yes,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Electronic check,1,4,75.35,273.4,No
0303-UNCIP,No,Yes,No,No,Yes,No,No,Yes,No,Male,DSL,One year,Mailed check,0,41,65.0,2531.8,No
9947-OTFQU,No,No,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,15,74.4,1074.3,Yes
0322-YINQP,No,No,Yes,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,1,48.55,48.55,Yes
0959-WHOKV,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,Fiber optic,One year,Electronic check,0,42,99.0,4298.45,No
4075-JFPGR,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Female,Fiber optic,One year,Electronic check,0,51,93.5,4619.55,No
4629-NRXKX,Yes,No,No,No,No,No,No,No,No,Female,Fiber optic,Month-to-month,Electronic check,0,2,70.4,147.15,Yes
9514-JDSKI,No,No,No,Yes,No,No,Yes,No,No,Male,DSL,Month-to-month,Electronic check,1,1,40.2,40.2,Yes
3282-ZISZV,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Male,DSL,One year,Credit card (automatic),0,32,83.7,2633.3,No
3675-YDUPJ,No,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Mailed check,0,10,19.85,193.05,No
4111-BNXIF,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Electronic check,0,67,59.55,4103.9,No
7017-VFHAY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Fiber optic,Two year,Credit card (automatic),0,61,115.1,7008.15,No
6655-LHBYW,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,Fiber optic,One year,Credit card (automatic),0,50,114.35,5791.1,No
4959-JOSRX,No,No,No,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Credit card (automatic),0,2,44.6,80.55,Yes
5046-NUHWD,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,DSL,Month-to-month,Electronic check,1,29,45.0,1228.65,No
7273-TEFQD,No,No,No,No,Yes,No,No,Yes,Yes,Male,DSL,Month-to-month,Electronic check,1,3,41.15,132.2,Yes
3606-TWKGI,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,13,106.9,1364.3,Yes
7529-ZDFXI,No,Yes,No,Yes,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,57,89.85,4925.35,No
7605-BDWDC,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Female,DSL,Two year,Bank transfer (automatic),0,31,49.85,1520.1,No
1950-KSVVJ,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Fiber optic,One year,Mailed check,0,45,113.3,5032.25,No
0123-CRBRT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Mailed check,0,61,88.1,5526.75,No
6292-TOSSS,No,Yes,No,No,No,No,No,No,No,Male,No,Two year,Bank transfer (automatic),0,50,24.9,1195.25,No
3197-ARFOY,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Mailed check,1,19,105.0,2007.25,No
6323-AYBRX,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,59,19.35,1099.6,Yes
7014-ZZXAW,No,Yes,No,No,No,No,No,No,Yes,Female,No,Two year,Credit card (automatic),0,71,24.25,1732.95,No
4385-GZQXV,No,No,No,No,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,16,94.45,1511.2,Yes
7633-MVPUY,No,No,Yes,Yes,No,Yes,No,No,Yes,Male,DSL,Two year,Electronic check,0,57,59.75,3450.15,No
6366-ZGQGL,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Bank transfer (automatic),0,1,24.8,24.8,Yes
4716-HHKQH,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,1,20,107.05,2172.05,No
5940-AHUHD,No,No,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Mailed check,0,1,70.6,70.6,Yes
6432-TWQLB,No,Yes,No,Yes,No,Yes,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,5,85.4,401.1,Yes
4484-GLZOU,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,52,105.05,5624.85,Yes
3179-GBRWV,No,No,Yes,Yes,No,No,No,Yes,Yes,Male,DSL,Month-to-month,Bank transfer (automatic),1,21,64.95,1339.8,No
8645-KWHJO,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,0,14,55.0,771.95,No
4130-MZLCC,No,No,No,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,5,50.55,244.75,No
0314-TKOSI,No,No,Yes,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Mailed check,0,6,55.15,322.9,No
8229-MYEJZ,No,No,No,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,10,51.2,498.25,No
2080-SRCDE,Yes,Yes,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,1,25.4,25.4,No
9577-WJVCQ,No,Yes,Yes,No,No,No,No,No,No,Female,DSL,Month-to-month,Mailed check,0,68,54.45,3687.75,No
9512-UIBFX,Yes,No,No,No,Yes,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Mailed check,0,18,95.15,1779.95,Yes
6202-DYYFX,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,One year,Credit card (automatic),0,22,76.0,1783.6,No
3808-HFKDE,No,No,No,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Electronic check,0,20,44.35,927.15,No
5583-SXDAG,No,No,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,1,70.0,70.0,Yes
3488-PGMQJ,No,No,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,8,74.5,606.55,Yes
3580-REOAC,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,10,44.85,435.4,Yes
7534-BFESC,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,24,76.1,1712.7,Yes
3727-OWVYD,No,No,Yes,Yes,Yes,No,No,No,No,Male,DSL,One year,Mailed check,0,35,61.2,2021.2,No
2294-SALNE,Yes,No,No,Yes,Yes,Yes,No,No,No,Male,Fiber optic,One year,Mailed check,0,23,86.8,1940.8,No
4847-TAJYI,No,No,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,6,89.35,567.8,No
1563-IWQEX,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,12,19.7,220.35,No
8203-XJZRC,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,1,20.25,20.25,No
6556-DBKZF,Yes,No,No,No,Yes,No,No,No,No,Female,Fiber optic,Two year,Electronic check,0,71,76.05,5436.45,No
6851-WEFYX,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,35,100.8,3437.5,No
2985-JUUBZ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,0,40,74.55,3015.75,No
6390-DSAZX,Yes,No,Yes,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,1,73.6,73.6,Yes
0895-LMRSF,No,No,No,No,No,No,Yes,Yes,Yes,Male,DSL,One year,Bank transfer (automatic),0,23,64.9,1509.8,No
8098-LLAZX,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,4,95.45,396.1,Yes
8266-VBFQL,No,No,No,No,Yes,Yes,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,4,90.4,356.65,No
8181-YHCMF,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,68,60.3,4109.0,No
2240-HSJQD,Yes,Yes,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Mailed check,0,38,81.85,3141.7,No
1248-DYXUB,Yes,Yes,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,52,24.8,1229.1,No
0265-EDXBD,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,32,74.9,2303.35,Yes
4115-BNPJY,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Male,DSL,Two year,Mailed check,0,29,75.55,2054.4,No
3167-SNQPL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,1,38,101.15,3741.85,No
4091-TVOCN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Male,DSL,One year,Credit card (automatic),0,48,78.75,3682.45,No
1098-TDVUQ,No,No,No,No,No,No,No,No,Yes,Female,No,Month-to-month,Bank transfer (automatic),0,1,19.25,19.25,No
7277-OZCGZ,No,No,Yes,No,No,Yes,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,22,89.05,1886.25,No
1557-EMYVT,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Fiber optic,Two year,Credit card (automatic),0,43,115.05,4895.1,No
2799-ARNLO,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,5,69.35,341.6,No
7563-BIUPC,No,No,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,5,80.6,415.55,Yes
5027-YOCXN,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,Fiber optic,One year,Credit card (automatic),0,51,110.05,5686.4,No
3973-SKMLN,No,No,No,No,No,No,No,No,Yes,Male,No,Two year,Credit card (automatic),0,71,19.9,1355.1,No
2321-OMBXY,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Female,DSL,One year,Credit card (automatic),0,38,80.3,3058.65,Yes
2840-XANRC,No,No,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,24,93.15,2231.05,Yes
6745-JEFZB,No,Yes,No,No,No,Yes,Yes,No,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,35,91.5,3236.35,No
5020-ZSTTY,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Female,DSL,One year,Bank transfer (automatic),1,54,82.45,4350.1,Yes
9880-TDQAC,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Electronic check,0,72,60.0,4264.0,No
8705-WZCYL,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,0,1,44.8,44.8,No
7102-JJVTX,Yes,No,Yes,No,No,No,No,No,No,Female,DSL,One year,Mailed check,0,9,48.6,422.3,No
8626-PTQGE,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),0,69,60.05,4176.7,No
4983-CLMLV,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,52,102.7,5138.1,No
5701-YVSVF,No,No,No,No,No,Yes,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,11,82.9,880.05,No
5804-LEPIM,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,2,70.35,139.05,Yes
5697-GOMBF,Yes,No,No,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Electronic check,1,28,35.9,973.65,No
2739-CACDQ,No,Yes,No,No,Yes,No,No,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),1,17,82.65,1470.05,No
9385-EHGDO,Yes,No,No,No,No,No,No,No,Yes,Female,No,Two year,Mailed check,0,35,19.85,739.35,No
9498-FIMXL,No,No,No,No,No,No,No,No,Yes,Female,No,One year,Mailed check,0,8,19.2,161.95,No
2379-GYFLQ,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Male,Fiber optic,One year,Credit card (automatic),0,46,94.9,4422.95,No
0122-OAHPZ,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,7,73.85,511.25,Yes
2868-SNELZ,No,Yes,No,No,Yes,No,No,No,No,Female,Fiber optic,Month-to-month,Mailed check,0,2,80.6,155.8,Yes
4322-RCYMT,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Male,DSL,One year,Bank transfer (automatic),0,68,75.8,5293.95,Yes
6680-NENYN,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Two year,Electronic check,0,43,104.6,4759.85,Yes
2088-IEBAU,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Electronic check,0,68,88.15,6148.45,No
7982-VCELR,No,No,No,Yes,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,36,94.8,3565.65,No
1343-EHPYB,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,63,103.4,6603.0,Yes
6035-BXTTY,No,No,No,Yes,No,Yes,No,No,No,Female,DSL,Month-to-month,Bank transfer (automatic),1,32,54.65,1830.1,No
6885-PKOAM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,71,85.75,6223.8,No
7520-HQWJU,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,66,67.45,4508.65,No
9639-BUJXT,No,No,No,No,No,No,No,No,No,Male,No,One year,Mailed check,0,63,20.5,1328.15,No
5924-SNGKP,Yes,No,No,No,No,No,No,No,Yes,Female,No,One year,Credit card (automatic),0,41,20.25,865.0,No
0021-IKXGC,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,1,72.1,72.1,No
2034-GDRCN,No,No,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,2,90.4,168.2,Yes
8966-SNIZF,No,No,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,70,19.45,1303.5,No
6243-OZGFH,No,No,No,No,No,No,Yes,Yes,Yes,Female,DSL,Month-to-month,Electronic check,0,23,44.95,996.85,No
4654-DLAMQ,No,No,Yes,Yes,Yes,No,No,Yes,No,Female,Fiber optic,One year,Bank transfer (automatic),1,64,97.0,6430.9,No
0513-RBGPE,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Male,DSL,Two year,Credit card (automatic),0,37,62.8,2278.75,No
5160-UXJED,Yes,No,No,No,No,No,No,No,No,Male,DSL,One year,Mailed check,0,17,44.6,681.4,No
4115-NZRKS,No,No,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,7,89.15,574.35,No
0219-YTZUE,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,4,84.8,371.9,Yes
0623-IIHUG,No,No,Yes,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Electronic check,1,21,41.9,840.1,Yes
4572-DVCGN,No,No,No,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,10,80.25,846.0,Yes
3351-NGXYI,No,Yes,Yes,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Electronic check,1,16,54.1,889.0,No
8984-EYLLL,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Electronic check,0,64,105.25,6823.4,No
9057-MSWCO,No,No,Yes,No,No,No,No,No,No,Male,DSL,Month-to-month,Credit card (automatic),1,27,30.75,805.1,Yes
9833-TGFHX,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,Fiber optic,One year,Electronic check,0,42,97.1,4016.75,No
9294-TDIPC,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,5,20.2,83.75,No
5229-DTFYB,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,41,98.8,3959.15,No
0104-PPXDV,No,No,No,No,Yes,No,No,No,No,Male,DSL,One year,Credit card (automatic),0,58,50.3,2878.55,No
5176-LMJXE,No,No,No,No,No,No,No,No,Yes,Female,No,Two year,Mailed check,0,47,20.55,945.7,No
3583-KRKMD,No,No,No,No,No,Yes,No,No,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,18,75.9,1373.05,No
1010-DIAUQ,No,No,No,No,Yes,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,5,96.5,492.55,Yes
9069-LGEUL,No,No,Yes,No,No,No,No,Yes,Yes,Male,DSL,Month-to-month,Bank transfer (automatic),0,23,59.95,1406.0,No
7302-ZHMHP,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,1,19.15,19.15,No
9571-EDEBV,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,71,98.65,6962.85,No
3520-FJGCV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,72,112.6,8126.65,No
6563-VRERX,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Mailed check,0,33,20.6,690.25,No
0259-GBZSH,No,Yes,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,2,85.65,181.5,Yes
6122-EFVKN,Yes,No,Yes,No,No,Yes,No,No,No,Male,DSL,Two year,Mailed check,0,24,35.75,830.8,No
2805-EDJPQ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,56,99.75,5608.4,No
6862-CQUMB,No,No,No,Yes,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,37,96.1,3646.8,No
7156-MXBJE,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,One year,Credit card (automatic),0,43,85.1,3662.25,No
6158-HDPXZ,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,0,1,25.35,25.35,No
9601-BRXPO,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,25,104.95,2566.5,Yes
2863-IMQDR,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Electronic check,0,61,89.65,5308.7,No
5686-CMAWK,No,Yes,No,No,Yes,Yes,No,No,No,Male,Fiber optic,One year,Electronic check,0,17,86.75,1410.25,No
5651-CRHKQ,No,No,No,Yes,Yes,Yes,No,No,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,41,86.2,3339.05,No
6905-NIQIN,No,No,No,Yes,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,0,1,50.65,50.65,Yes
8204-YJCLA,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),1,72,64.8,4732.35,No
5167-ZFFMM,No,Yes,No,Yes,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),0,1,90.85,90.85,Yes
6583-SZVGP,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Two year,Bank transfer (automatic),0,48,108.1,5067.45,No
4895-TMWIR,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,1,11,19.95,214.75,Yes
0533-BNWKF,No,Yes,No,Yes,Yes,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,55,85.45,4874.7,Yes
1708-PBBOA,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Female,DSL,One year,Electronic check,0,42,54.75,2348.45,No
8782-LKFPK,No,Yes,No,No,Yes,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Mailed check,0,44,90.4,4063.0,No
5522-JBWMO,Yes,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,1,44.0,44.0,No
3597-MVHJT,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,27,95.6,2595.25,No
9774-NRNAU,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Month-to-month,Bank transfer (automatic),1,27,84.8,2309.55,No
